SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,,Brooklyn,NY,11231,2550000,3,2.5,Carroll Gardens,2400,4648,2019,1,1063,766,Active,,,https://www.redfin.com/NY/Brooklyn/Undisclosed-address-11231/home/182962013,REBNY,OLRS-1936118,N,Y,40.6763366,-74.0001966
MLS Listing,,Condo/Co-op,710 Park Ave Unit 17-B,New York,NY,10021,3495000,3,3.5,Lenox Hill,2300,12552,1947,1,1520,6577,Active,,,https://www.redfin.com/NY/New-York/710-Park-Ave-10021/unit-17B/home/45211654,REBNY,OLRS-1944771,N,Y,40.7697663,-73.9652198
MLS Listing,,Townhouse,,New York,NY,10065,7800000,0,,Lenox Hill,7200,1808,1899,1,1083,,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10065/home/171803299,REBNY,OLRS-0078651,N,Y,40.7636541,-73.9681695
MLS Listing,,Condo/Co-op,165 Chrystie St,New York,NY,10002,7995000,3,3.0,Lower East Side,3308,2650,2018,1,2417,2594,Active,,,https://www.redfin.com/NY/New-York/165-Chrystie-St-10002/Ph/home/180975332,REBNY,OLRS-1887535,N,Y,40.720727,-73.9928511
MLS Listing,,Condo/Co-op,781 Fifth Ave #2307,New York,NY,10022,1775000,1,1.5,Lenox Hill,,12500,1927,1,,10303,Active,,,https://www.redfin.com/NY/New-York/781-5th-Ave-10022/unit-2307/home/45156278,REBNY,PRCH-3208981,N,Y,40.7643205,-73.9725177
MLS Listing,,Condo/Co-op,421 Hudson St #316,New York,NY,10014,3790000,3,2.5,West Village,2425,27622,1911,1,1563,3333,Active,,,https://www.redfin.com/NY/New-York/421-Hudson-St-10014/unit-316/home/45127024,REBNY,OLRS-1357675,N,Y,40.72986,-74.0072895
MLS Listing,,Condo/Co-op,781 Fifth Ave #2804,New York,NY,10022,1900000,2,2.0,Lenox Hill,,12500,1927,1,,13841,Active,,,https://www.redfin.com/NY/New-York/781-5th-Ave-10022/unit-2804/home/174661876,REBNY,OLRS-1927860,N,Y,40.7643205,-73.9725177
MLS Listing,,Condo/Co-op,401 Rutland Rd Unit 5-B,Brooklyn,NY,11203,529000,1,1.0,Northeast Flatbush,508,4569,2016,1,1041,528,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Brooklyn/401-Rutland-Rd-11203/unit-5-B/home/183051598,REBNY,OLRS-1930180,N,Y,40.6597579,-73.9473211
MLS Listing,,Townhouse,70 89th St,Brooklyn,NY,11209,4200000,6,4.5,Fort Hamilton,2791,6420,1925,1,1505,,Active,,,https://www.redfin.com/NY/Brooklyn/70-89th-St-11209/home/40819235,REBNY,OLRS-0066624,N,Y,40.6226256,-74.0384351
MLS Listing,,Condo/Co-op,50 Brighton 1st Rd Unit 9-H,Brooklyn,NY,11235,489000,1,1.0,Brighton Beach,,77620,1963,1,,775,Active,,,https://www.redfin.com/NY/Brooklyn/50-Brighton-1st-Rd-11235/unit-9H/home/40914984,REBNY,OLRS-775906,N,Y,40.5752727,-73.9672243
MLS Listing,,Condo/Co-op,320 E 14th St #5,New York,NY,10003,1499000,4,3.0,East Village,,2322,1920,1,,3193,Active,January-8-2023 12:00 PM,January-8-2023 01:00 PM,https://www.redfin.com/NY/New-York/320-E-14th-St-10003/unit-5/home/174486694,REBNY,OLRS-1925706,N,Y,40.731741,-73.9842352
MLS Listing,,Condo/Co-op,70 W 139th St Unit 8-I,New York,NY,10037,698000,1,1.0,Harlem,,16986,1940,1,,487,Active,,,https://www.redfin.com/NY/New-York/70-W-139th-St-10037/unit-8I/home/168702132,REBNY,OLRS-1844802,N,Y,40.8162042,-73.9383242
MLS Listing,,Condo/Co-op,1080 Fifth Ave Unit 2-A,New York,NY,10128,2695000,3,4.5,Carnegie Hill,,7471,1960,1,,4397,Active,,,https://www.redfin.com/NY/New-York/1080-5th-Ave-10128/unit-2-A/home/175471655,REBNY,OLRS-1943696,N,Y,40.7834883,-73.9586193
MLS Listing,,Condo/Co-op,223 Pulaski St Unit 1A,Brooklyn,NY,11206,569000,1,1.5,Stuyvesant Heights,900,,2015,1,632,456,Active,,,https://www.redfin.com/NY/Brooklyn/223-Pulaski-St-11206/unit-1A/home/109566302,REBNY,RLMX-012130023826,N,Y,40.6933448,-73.9422966
MLS Listing,,Condo/Co-op,1 Central Park S #1511,New York,NY,10019,3500000,1,1.5,Central Park South,1142,53772,1905,1,3065,1827,Active,January-5-2023 02:00 PM,January-5-2023 04:00 PM,https://www.redfin.com/NY/New-York/1-Central-Park-S-10019/unit-1511/home/175579901,REBNY,OLRS-520656,N,Y,40.7646455,-73.974393
MLS Listing,,Condo/Co-op,401 Rutland Rd Unit 5-C,Brooklyn,NY,11203,875000,2,2.0,Northeast Flatbush,918,4569,2016,1,953,950,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Brooklyn/401-Rutland-Rd-11203/unit-5-C/home/183016912,REBNY,OLRS-1930182,N,Y,40.6597579,-73.9473211
MLS Listing,,Condo/Co-op,29 E 64th St Unit 2-A,New York,NY,10065,3250000,4,3.0,Lenox Hill,,11045,1922,1,,6284,Active,,,https://www.redfin.com/NY/New-York/29-E-64th-St-10065/unit-2A/home/45202470,REBNY,OLRS-376084,N,Y,40.7666978,-73.9687304
MLS Listing,,Condo/Co-op,274 Saint Johns Pl Unit 3-D,Brooklyn,NY,11217,825000,2,1.0,Prospect Heights,,5433,1912,1,,936,Active,,,https://www.redfin.com/NY/Brooklyn/274-St-Johns-Pl-11238/unit-3D/home/40649139,REBNY,OLRS-1290398,N,Y,40.673799,-73.9681495
MLS Listing,,Condo/Co-op,5 E 75th St #6,New York,NY,10021,2495000,1,1.0,Upper East Side,,3065,1901,1,,2244,Active,,,https://www.redfin.com/NY/New-York/5-E-75th-St-10021/unit-6/home/45230856,REBNY,OLRS-640408,N,Y,40.7742867,-73.9647516
MLS Listing,,Condo/Co-op,303 E 57th St Unit 6-AB,New York,NY,10022,895000,2,2.5,Sutton,2000,34926,1967,1,448,5258,Active,,,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/unit-6AB/home/45211169,REBNY,OLRS-110508,N,Y,40.7595774,-73.964779
MLS Listing,,Condo/Co-op,3245 Perry Ave Unit 5A,Bronx,NY,10467,255000,1,1.0,Norwood,744,7500,1940,1,343,685,Active,,,https://www.redfin.com/NY/The-Bronx/3245-Perry-Ave-10467/unit-6G/home/44600618,REBNY,CORC-20814906,N,Y,40.8758111,-73.8765929
MLS Listing,,Condo/Co-op,90 15th St,Brooklyn,NY,11215,1450000,3,3.0,Gowanus,,1188,1899,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/90-15th-St-11215/home/40702068,REBNY,CORC-21115726,N,Y,40.6675129,-73.9937614
MLS Listing,,Condo/Co-op,415 E 52nd St Unit 1-AC,New York,NY,10022,395000,0,1.0,Beekman,,46575,1954,1,,826,Active,,,https://www.redfin.com/NY/New-York/415-E-52nd-St-10022/unit-1AC/home/175259337,REBNY,OLRS-1940823,N,Y,40.7548672,-73.964448
MLS Listing,,Condo/Co-op,,New York,NY,10019,3450000,1,1.5,Midtown Central,1037,23808,2013,1,3327,1338,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10019/home/102004317,REBNY,OLRS-1898750,N,Y,40.7654184,-73.9791558
MLS Listing,,Condo/Co-op,,New York,NY,10033,699000,2,1.0,Washington Heights,,11175,1907,1,,1009,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10033/home/175855344,REBNY,OLRS-1948940,N,Y,40.8503073,-73.9387285
MLS Listing,,Multi-Family (2-4 Unit),690 HUMBOLDT St,Brooklyn,NY,11222,1795000,3,3.0,Greenpoint,2469,1800,1901,1,727,,Active,,,https://www.redfin.com/NY/Brooklyn/690-Humboldt-St-11222/home/40741103,REBNY,OLRS-0081762,N,Y,40.7250168,-73.9451094
MLS Listing,,Condo/Co-op,250 W 81st St Unit 8-B,New York,NY,10024,6250000,4,3.5,Upper West Side,,7900,2019,1,,3404,Active,,,https://www.redfin.com/NY/New-York/250-W-81st-St-10024/unit-8B/home/145345063,REBNY,OLRS-1745397,N,Y,40.7852127,-73.9794479
MLS Listing,,Townhouse,109 Waverly Pl,New York,NY,10011,24950000,8,6.5,Greenwich Village,8300,2517,1840,1,3006,,Active,,,https://www.redfin.com/NY/New-York/109-Waverly-Pl-10011/home/45243706,REBNY,OLRS-0021995,N,Y,40.7326368,-73.998918
MLS Listing,,Condo/Co-op,27-04 ASTORIA Blvd Unit GARDEN 1B,Queens,NY,11102,1250000,1,1.0,Astoria,1439,2741,1973,1,869,324,Active,,,https://www.redfin.com/NY/Long-Island-City/27-04-Astoria-Blvd-11102/unit-GARDEN-1B/home/175936913,REBNY,RLMX-00382002247056,N,Y,40.7706892,-73.9212902
MLS Listing,,Condo/Co-op,111 Montgomery St Unit 5-Q,Brooklyn,NY,11225,549000,0,1.0,Crown Heights,,21700,2018,1,,437,Active,,,https://www.redfin.com/NY/Brooklyn/111-Montgomery-St-11225/unit-5-Q/home/177554051,REBNY,OLRS-1964650,N,Y,40.6666595,-73.9605853
MLS Listing,,Condo/Co-op,504 Grand St Unit H34,New York,NY,10002,620000,1,1.0,Lower East Side,,,1929,1,,740,Active,,,https://www.redfin.com/NY/New-York/504-Grand-St-10002/unit-H34/home/45140568,OneKey,H6184110,N,Y,40.7152214,-73.9819469
MLS Listing,,Townhouse,2253 Tiebout Ave,Bronx,NY,10457,485000,3,1.0,Tremont,1526,1375,1901,1,318,,Active,,,https://www.redfin.com/NY/The-Bronx/2253-Tiebout-Ave-10457/home/44716646,REBNY,RLMX-005150031039,N,Y,40.8558128,-73.8979066
MLS Listing,,Condo/Co-op,139 HURON St,Brooklyn,NY,11222,3950000,3,2.5,Greenpoint,2001,5000,1903,1,1974,1810,Active,,,https://www.redfin.com/NY/Brooklyn/139-Huron-St-11222/Ph/home/180464408,REBNY,OLRS-1928252,N,Y,40.7331412,-73.95587
MLS Listing,,Townhouse,979 Metropolitan Ave,Brooklyn,NY,11211,2650000,9,8.0,East Williamsburg,4125,2500,1920,1,642,,Active,,,https://www.redfin.com/NY/Brooklyn/979-Metropolitan-Ave-11211/home/40743731,REBNY,OLRS-0085700,N,Y,40.7146908,-73.9367858
MLS Listing,,Townhouse,257 Powers St,Brooklyn,NY,11211,3395000,13,10.5,East Williamsburg,6089,4115,1920,1,558,,Active,,,https://www.redfin.com/NY/Brooklyn/257-Powers-St-11211/home/40743430,REBNY,OLRS-0085710,N,Y,40.7131398,-73.9397249
MLS Listing,,Condo/Co-op,1020 Park Ave Unit 16A,New York,NY,10028,2950000,3,4.5,Upper East Side,,8551,1963,1,,6221,Active,,,https://www.redfin.com/NY/New-York/1020-Park-Ave-10028/unit-16A/home/178315761,REBNY,RPLU-33421600001,N,Y,40.7797882,-73.9578638
MLS Listing,,Condo/Co-op,358 W 23rd St Unit 1B,New York,NY,10011,600000,0,1.0,Chelsea,437,2469,1850,1,1373,744,Active,,,https://www.redfin.com/NY/New-York/358-W-23rd-St-10011/unit-1B/home/45248727,REBNY,RPLU-33421772193,N,Y,40.7460422,-74.0008882
MLS Listing,,Condo/Co-op,181 E 101st St #707,New York,NY,10029,535000,0,1.0,East Harlem,418,8074,2021,1,1280,379,Active,,,https://www.redfin.com/NY/New-York/181-E-101st-St-10029/unit-707/home/177697663,REBNY,PRCH-3725950,N,Y,40.7887501,-73.9473884
MLS Listing,,Condo/Co-op,846 President St Unit 5-F,Brooklyn,NY,11215,625000,1,1.0,Park Slope,,2083,1875,1,,551,Active,,,https://www.redfin.com/NY/Brooklyn/846-President-St-11215/unit-5F/home/40681751,REBNY,OLRS-773054,N,Y,40.6733141,-73.9749411
MLS Listing,,Condo/Co-op,627 HALSEY St #4,Brooklyn,NY,11233,895000,2,2.0,Stuyvesant Heights,862,1800,2019,1,1038,490,Active,January-8-2023 11:00 AM,January-8-2023 12:00 PM,https://www.redfin.com/NY/Brooklyn/627-Halsey-St-11233/unit-4/home/177277743,REBNY,RPLU-33421455616,N,Y,40.6846389,-73.9272115
MLS Listing,,Condo/Co-op,160 Bleecker St Unit 3KW,New York,NY,10012,455000,0,1.0,New York,,,,1,,777,Active,,,https://www.redfin.com/NY/New-York/160-Bleecker-St-10012/unit-3KW/home/175700383,OneKey,H6179773,N,Y,40.7284664,-74.0002081
MLS Listing,,Condo/Co-op,250 E 87th St Unit 7-J,New York,NY,10128,590000,1,1.0,Yorkville,,25177,1971,1,,1129,Active,,,https://www.redfin.com/NY/New-York/250-E-87th-St-10128/unit-7-J/home/181512768,REBNY,OLRS-1996830,N,Y,40.7785165,-73.9517317
MLS Listing,,Condo/Co-op,3215 Avenue H Unit 12G,Brooklyn,NY,11210,329000,1,1.0,Flatbush,,30135,1963,1,,689,Active,January-7-2023 12:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Brooklyn/3215-Avenue-H-11210/unit-12G/home/63687735,REBNY,PRCH-3854445,N,Y,40.6320616,-73.9452586
MLS Listing,,Condo/Co-op,83-40 Austin St Unit 1A,Kew Gardens,NY,11415,160000,0,1.0,Texas,450,,1956,1,356,465,Active,,,https://www.redfin.com/NY/Queens/83-40-Austin-St-11415/unit-1A/home/180783149,OneKey,3420448,N,Y,40.7083799,-73.8290102
MLS Listing,,Condo/Co-op,130 8th Ave Unit 4B,Brooklyn,NY,11215,699000,1,1.0,Park Slope,710,11800,1950,1,985,1300,Active,January-8-2023 02:00 PM,January-8-2023 03:30 PM,https://www.redfin.com/NY/Brooklyn/130-8th-Ave-11215/unit-4B/home/40663180,REBNY,RPLU-33422015700,N,Y,40.6721573,-73.9741415
MLS Listing,,Multi-Family (2-4 Unit),43-04 60th St,Woodside,NY,11377,1549000,6,5.0,Woodside,2992,2642,1935,1,518,,Active,,,https://www.redfin.com/NY/Queens/43-04-60th-St-11377/home/20934282,OneKey,3450507,N,Y,40.742631025,-73.904352
MLS Listing,,Multi-Family (2-4 Unit),69-28 Gouverneur Ave,Arverne,NY,11692,609999,5,2.0,Arverne,,3000,1930,1,,,Active,,,https://www.redfin.com/NY/Far-Rockaway/69-28-Gouverneur-Ave-11692/home/20669923,OneKey,3450510,N,Y,40.5935502,-73.7997218
MLS Listing,,Multi-Family (2-4 Unit),1497 E 34th St,Brooklyn,NY,11234,1490000,7,3.0,Brooklyn,3455,2450,1940,1,431,,Active,,,https://www.redfin.com/NY/Brooklyn/1497-E-34th-St-11234/home/40873225,BNYMLS,470807,N,Y,40.6184743,-73.94116
MLS Listing,,Multi-Family (2-4 Unit),4111 8th Ave,Brooklyn,NY,11232,2499000,6,2.0,Brooklyn,3300,2000,1912,1,757,,Active,,,https://www.redfin.com/NY/Brooklyn/4111-8th-Ave-11232/home/171331788,BNYMLS,470808,N,Y,40.6458011,-73.9985898
MLS Listing,,Single Family Residential,71 Regal Walk #108,Staten Island,NY,10303,475000,2,2.0,Graniteville,1609,1230,1987,1,295,275,Active,,,https://www.redfin.com/NY/Staten-Island/71-Regal-Walk-10303/unit-108/home/56108461,SIBORMLS,1159391,N,Y,40.6211856,-74.1662601
MLS Listing,,Single Family Residential,6034 Huxley Ave,Bronx,NY,10471,888800,3,1.5,BRONX,2200,1750,1930,1,404,,Active,,,https://www.redfin.com/NY/The-Bronx/6034-Huxley-Ave-10471/home/44798707,OneKey,H6224471,N,Y,40.908537,-73.8977923
MLS Listing,,Single Family Residential,3822 Atlantic Ave,Brooklyn,NY,11224,1150000,3,3.0,Brooklyn,1496,3000,1965,1,769,,Active,,,https://www.redfin.com/NY/Brooklyn/3822-Atlantic-Ave-11224/home/40852129,BNYMLS,470823,N,Y,40.5735856,-74.0053347
MLS Listing,,Condo/Co-op,480 Riverdale Ave Unit 2J,Yonkers,NY,10705,189900,2,1.0,Valentine Manor,900,,1958,1,211,715,Active,,,https://www.redfin.com/NY/Yonkers/480-Riverdale-Ave-10705/unit-2J/home/183645554,OneKey,H6225504,N,Y,40.9155101,-73.9017689
MLS Listing,,Single Family Residential,21 Thelma Ct,Staten Island,NY,10304,360000,2,1.0,Stapleton,768,800,1990,1,469,,Active,,,https://www.redfin.com/NY/Staten-Island/21-Thelma-Ct-10304/home/56048770,SIBORMLS,1159390,N,Y,40.6212576,-74.0782616
MLS Listing,,Condo/Co-op,39-65 52 St Unit 2W,Woodside,NY,11377,479000,2,1.5,Berkley Tower,860,,1960,1,557,612,Active,,,https://www.redfin.com/NY/Queens/39-65-52nd-St-11377/unit-2-W/home/176162189,OneKey,3450497,N,Y,40.7468106,-73.9119663
MLS Listing,,Condo/Co-op,175 W 13th St Unit 7G,New York,NY,10011,580000,0,1.0,Greenwich Village,,8883,1962,1,,1270,Active,,,https://www.redfin.com/NY/New-York/175-W-13th-St-10011/unit-7G/home/45143189,REBNY,RPLU-33422218422,N,Y,40.737865,-73.999846
MLS Listing,,Condo/Co-op,123-40 83rd Ave Unit 3D,Kew Gardens,NY,11415,349000,2,1.0,Park Chateau,906,,1960,1,385,992,Active,January-8-2023 01:00 PM,January-8-2023 02:30 PM,https://www.redfin.com/NY/Queens/12340-83rd-Ave-11415/unit-3D/home/180658042,OneKey,3450492,N,Y,40.7112411,-73.826808
MLS Listing,,Multi-Family (2-4 Unit),1498 E 13th St,Brooklyn,NY,11230,1600000,6,2.0,Brooklyn,,2000,1925,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/1498-E-13th-St-11230/home/183644346,BNYMLS,470843,N,Y,40.612754,-73.9609385
MLS Listing,,Condo/Co-op,28 Holiday Way #48,Staten Island,NY,10314,418700,2,1.5,Holiday Villa I,851,,1986,1,492,262,Active,,,https://www.redfin.com/NY/Staten-Island/28-Holiday-Way-10314/unit-48/home/183640466,OneKey,H6225501,N,Y,40.6209236,-74.1509828
MLS Listing,,Single Family Residential,26 Legate Ave,Staten Island,NY,10312,450000,2,1.5,Annandale,1890,1092,1990,1,238,70,Active,,,https://www.redfin.com/NY/Staten-Island/26-Legate-Ave-10312/home/56083504,SIBORMLS,1159389,N,Y,40.5539993,-74.1866677
MLS Listing,,Multi-Family (2-4 Unit),603 QUINCY St,Brooklyn,NY,11221,1799000,5,3.0,Stuyvesant Heights,2700,2000,1899,1,666,,Active,,,https://www.redfin.com/NY/Brooklyn/603-Quincy-St-11221/home/40720528,REBNY,OLRS-0089240,N,Y,40.6889592,-73.9350364
MLS Listing,,Condo/Co-op,5700 Arlington Ave Unit 2M/2N,Bronx,NY,10471,499000,3,2.0,Skyview On Hudson,1200,,1961,1,416,1344,Active,,,https://www.redfin.com/NY/The-Bronx/5700-Arlington-Ave-10471/unit-2M/home/44800470,OneKey,H6225498,N,Y,40.90707,-73.906393
MLS Listing,,Condo/Co-op,800 W End Ave Unit 10A,New York,NY,10025,2995000,3,3.0,Upper West Side,,13458,1925,1,,3871,Active,January-8-2023 01:00 PM,January-8-2023 02:30 PM,https://www.redfin.com/NY/New-York/800-W-End-Ave-10025/unit-10A/home/45199567,REBNY,RPLU-403622218554,N,Y,40.7969652,-73.971662
MLS Listing,,Condo/Co-op,75-34 Bell Blvd Unit 3D,Bayside,NY,11364,449000,2,2.0,Windsor Oak,1200,,1950,1,374,1272,Active,,,https://www.redfin.com/NY/Oakland-Gardens/75-34-Bell-Blvd-11364/unit-3D/home/108534758,OneKey,3449167,N,Y,40.7365511,-73.7584564
MLS Listing,,Condo/Co-op,94-11 59th Ave Unit C3,Elmhurst,NY,11373,445000,2,1.0,The Edwardian,950,,1964,1,468,946,Active,,,https://www.redfin.com/NY/Elmhurst/94-11-59th-Ave-11373/unit-C3/home/143743731,OneKey,3450429,N,Y,40.73526,-73.8666067
MLS Listing,,Condo/Co-op,33-25 92nd St Unit 1B,Jackson Heights,NY,11372,285000,1,1.0,Southridge Section 1,,,1958,1,,717,Active,,,https://www.redfin.com/NY/Jackson-Heights/33-25-92nd-St-11372/unit-1B/home/20660734,OneKey,3449631,N,Y,40.7555675,-73.8757501
MLS Listing,,Condo/Co-op,144-19 78th. Rd Unit 3F,Flushing,NY,11367,259888,2,1.0,Kew Terrace,633,,1945,1,411,694,Active,January-7-2023 11:00 AM,January-7-2023 01:00 PM,https://www.redfin.com/NY/Flushing/14419-78th-Rd-11367/unit-3F/home/40468366,OneKey,3449865,N,Y,40.71999,-73.81715
MLS Listing,,Multi-Family (2-4 Unit),2031 Strang Ave,Bronx,NY,10466,760000,6,3.0,BRONX,,2458,1950,1,,,Active,,,https://www.redfin.com/NY/The-Bronx/2031-Strang-Ave-10466/home/44794766,OneKey,3450380,N,Y,40.8906748,-73.8414458
MLS Listing,,Multi-Family (5+ Unit),96-98 Baltic St,Brooklyn,NY,11201,7500000,4,16.0,Cobble Hill,12000,5242,1900,1,625,,Active,,,https://www.redfin.com/NY/Brooklyn/9698-Baltic-St-11201/home/183640146,SIBORMLS,1159388,N,Y,40.688108,-74.000693
MLS Listing,,Condo/Co-op,107-24 71st Rd Ph 1A,Queens,NY,11375,1150000,2,2.0,Forest Hills,983,27425,2005,1,1170,1061,Active,,,https://www.redfin.com/NY/Queens/10724-71st-Rd-11375/unit-1A/home/20663088,REBNY,RPLU-33422220436,N,Y,40.7202429,-73.8430513
MLS Listing,,Condo/Co-op,71-36 110 St Unit 1H,Forest Hills,NY,11375,325000,1,1.0,Gregory House,,,1955,1,,800,Active,,,https://www.redfin.com/NY/Forest-Hills/7136-110th-St-11375/unit-1H/home/170374012,OneKey,3450482,N,Y,40.7213885,-73.8412939
MLS Listing,,Single Family Residential,132 Montreal Ave,Staten Island,NY,10306,475000,3,1.5,Staten Island,1384,2500,1965,1,343,,Active,,,https://www.redfin.com/NY/Staten-Island/132-Montreal-Ave-10306/home/56054897,OneKey,3450474,N,Y,40.5624667,-74.1314373
MLS Listing,,Multi-Family (2-4 Unit),110 S 10th Ave,Mount Vernon,NY,10550,549999,5,3.0,Mount Vernon,,5227,1930,1,,,Active,,,https://www.redfin.com/NY/Mt-Vernon/110-S-Tenth-Ave-10550/home/20211348,OneKey,3450470,N,Y,40.9073997,-73.8418604
MLS Listing,,Condo/Co-op,,Queens,NY,11101,1300000,2,2.0,Hunters Point,1026,2500,1910,1,1267,835,Active,,,https://www.redfin.com/NY/Queens/Undisclosed-address-11101/home/183638990,REBNY,OLRS-00011926884,N,Y,40.7478785,-73.9444755
MLS Listing,,Condo/Co-op,,New York,NY,10036,1750000,1,1.0,Hells Kitchen,701,54647,2017,1,2496,1102,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10036/home/115300893,REBNY,OLRS-00011914890,N,Y,40.7593086,-73.9950519
MLS Listing,,Condo/Co-op,,Queens,NY,11101,2957393,2,2.0,Hunters Point,969,2500,1910,1,3052,789,Active,,,https://www.redfin.com/NY/Queens/Undisclosed-address-11101/home/175023732,REBNY,OLRS-00011934324,N,Y,40.7478709,-73.9444798
MLS Listing,,Multi-Family (2-4 Unit),1432 Minford Pl,Bronx,NY,10460,850000,6,4.0,BRONX,1886,2500,1920,1,451,,Active,,,https://www.redfin.com/NY/The-Bronx/1432-Minford-Pl-10460/home/44727066,OneKey,H6224413,N,Y,40.8332119,-73.8910985
MLS Listing,,Condo/Co-op,567 Ocean Ave Unit TH-2,Brooklyn,NY,11226,850000,1,1.5,Flatbush,,6600,2020,1,,990,Active,,,https://www.redfin.com/NY/Brooklyn/567-Ocean-Ave-11226/unit-TH2/home/172273712,REBNY,OLRS-00011966341,N,Y,40.6489701,-73.9603359
MLS Listing,,Condo/Co-op,,New York,NY,10036,2250000,2,1.5,Hells Kitchen,845,54647,2017,1,2663,1271,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10036/home/148049826,REBNY,OLRS-00011950430,N,Y,40.7590905,-73.9948511
MLS Listing,,Condo/Co-op,460 W 42nd St Ph -3G,New York,NY,10036,2250000,1,1.0,Hells Kitchen,782,54647,2017,1,2877,1306,Active,,,https://www.redfin.com/NY/New-York/460-W-42nd-St-10036/unit-3G/home/176875041,REBNY,OLRS-00011959989,N,Y,40.7590258,-73.9944819
MLS Listing,,Condo/Co-op,460 W 42nd St Ph -4M,New York,NY,10036,3250000,2,2.0,Hells Kitchen,1198,54647,2017,1,2713,1971,Active,,,https://www.redfin.com/NY/New-York/460-W-42nd-St-10036/unit-4M/home/177807192,REBNY,OLRS-00011881158,N,Y,40.7590258,-73.9944819
MLS Listing,,Condo/Co-op,,New York,NY,10036,3600000,2,2.0,Hells Kitchen,1198,54647,2017,1,3005,1856,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10036/home/175637476,REBNY,OLRS-00011897434,N,Y,40.7590258,-73.9944819
MLS Listing,,Condo/Co-op,,Brooklyn,NY,11226,400000,0,1.0,Flatbush,,6600,2020,1,,246,Active,,,https://www.redfin.com/NY/Brooklyn/Undisclosed-address-11226/home/175809504,REBNY,OLRS-00011948541,N,Y,40.6489701,-73.9603359
MLS Listing,,Condo/Co-op,,New York,NY,10036,2250000,1,2.0,Hells Kitchen,845,54647,2017,1,2663,1334,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10036/home/144771762,REBNY,OLRS-00011881009,N,Y,40.7593086,-73.9950519
MLS Listing,,Condo/Co-op,460 W 42nd St Ph -3B,New York,NY,10036,4350000,2,2.5,Hells Kitchen,1480,54647,2017,1,2939,2505,Active,,,https://www.redfin.com/NY/New-York/460-W-42nd-St-10036/unit-3B/home/177807187,REBNY,OLRS-00011887378,N,Y,40.7590258,-73.9944819
MLS Listing,,Condo/Co-op,460 W 42nd St Ph -1F,New York,NY,10036,3250000,1,2.0,Hells Kitchen,1064,54647,2017,1,3055,1755,Active,,,https://www.redfin.com/NY/New-York/460-W-42nd-St-10036/unit-1F/home/176876717,REBNY,OLRS-00011959993,N,Y,40.7590258,-73.9944819
MLS Listing,,Condo/Co-op,,New York,NY,10036,1850000,1,1.0,Hells Kitchen,608,54647,2017,1,3043,1006,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10036/home/115300908,REBNY,OLRS-00011956368,N,Y,40.7593086,-73.9950519
MLS Listing,,Single Family Residential,135-28 122nd St,South Ozone Park,NY,11420,879000,4,2.0,South Ozone Park,,4000,1945,1,,,Active,,,https://www.redfin.com/NY/Jamaica/135-28-122nd-St-11420/home/20715855,OneKey,3450460,N,Y,40.6692406,-73.8186412
