SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),202-02 109th Ave,Jamaica,NY,11412,750000,5,2.0,Jamaica,,2129,1948,1,,,Active,,,https://www.redfin.com/NY/Queens/202-02-109th-Ave-11412/home/20639423,OneKey,3450458,N,Y,40.7076586,-73.7560909
MLS Listing,,Multi-Family (2-4 Unit),104-53 91 St. Ave,Richmond Hill,NY,11418,1139000,6,4.5,Richmond Hill,,3500,1930,1,,,Active,January-8-2023 01:00 PM,January-8-2023 03:00 PM,https://www.redfin.com/NY/Jamaica/104-53-91st-Ave-11418/home/20774615,OneKey,3450453,N,Y,40.6929858,-73.8402293
MLS Listing,,Condo/Co-op,245 E 24th St Unit 2C,New York,NY,10010,720000,0,1.0,Kips Bay,550,9636,1961,1,1309,1032,Active,,,https://www.redfin.com/NY/New-York/245-E-24th-St-10010/unit-2C/home/169013493,REBNY,RLMX-86102,N,Y,40.7388152,-73.9806852
MLS Listing,,Condo/Co-op,3840 Greystone Ave Unit 3L,Bronx,NY,10463,315000,2,1.0,Greystone Park,1050,,1951,1,300,945,Active,,,https://www.redfin.com/NY/The-Bronx/3840-Greystone-Ave-10463/unit-3L/home/44764627,OneKey,H6225426,N,Y,40.8883114,-73.9045294
MLS Listing,,Condo/Co-op,39-30 52nd St Unit 5G,Woodside,NY,11377,385000,1,1.0,51st/52nd Streets Corp,,,1951,1,,667,Active,,,https://www.redfin.com/NY/Woodside/39-30-52nd-St-11377/unit-5G/home/183633626,OneKey,3450447,N,Y,40.7479706,-73.9122419
MLS Listing,,Single Family Residential,19 Warwick Ave,Douglaston,NY,11363,1850000,4,3.5,Douglaston Manor,3300,12000,1925,1,561,,Active,,,https://www.redfin.com/NY/Flushing/19-Warwick-Ave-11363/home/20804834,OneKey,3450445,N,Y,40.7788449,-73.752818
MLS Listing,,Single Family Residential,150-30 116th Rd,Jamaica,NY,11434,599900,3,3.0,Jamaica,,2000,1925,1,,,Active,January-8-2023 01:30 PM,January-8-2023 03:00 PM,https://www.redfin.com/NY/Jamaica/150-30-116th-Rd-11434/home/20708632,OneKey,3450440,N,Y,40.682055,-73.791329
MLS Listing,,Multi-Family (2-4 Unit),318 80th St,Brooklyn,NY,11209,1399000,11,6.0,Brooklyn,4920,2187,1931,1,284,,Active,,,https://www.redfin.com/NY/Brooklyn/318-80th-St-11209/home/40816726,BNYMLS,470841,N,Y,40.6275295,-74.0286775
MLS Listing,,Multi-Family (2-4 Unit),107-36 Waltham St,Jamaica,NY,11435,1100000,5,5.0,Jamaica,,2500,2022,1,,,Active,January-8-2023 03:00 PM,January-8-2023 04:30 PM,https://www.redfin.com/NY/Jamaica/107-36-Waltham-St-11435/home/23178959,OneKey,3450435,N,Y,40.692519,-73.801489
MLS Listing,,Condo/Co-op,308 N 7th St Unit GARDEN,Brooklyn,NY,11211,1850000,2,2.0,Williamsburg,998,13800,2018,1,1854,1280,Active,January-8-2023 11:00 AM,January-8-2023 02:00 PM,https://www.redfin.com/NY/Brooklyn/308-N-7th-St-11211/unit-GARDEN/home/148188450,REBNY,OLRS-1795688,N,Y,40.7149053,-73.9531381
MLS Listing,,Condo/Co-op,247 W 46th St #2801,New York,NY,10036,1250000,1,1.5,Theater District,988,14552,2007,1,1265,1031,Active,,,https://www.redfin.com/NY/New-York/247-W-46th-St-10036/unit-2801/home/45222674,REBNY,OLRS-0001413311,N,Y,40.7598688,-73.9876208
MLS Listing,,Condo/Co-op,66 Madison Ave,New York,NY,10016,2500000,1,2.0,NoMad,,11968,1917,1,,3216,Active,,,https://www.redfin.com/NY/New-York/66-Madison-Ave-10016/home/45251745,REBNY,OLRS-0001819666,N,Y,40.7437464,-73.9863775
MLS Listing,,Multi-Family (2-4 Unit),345 Schenck Ave,Cypress Hills,NY,11207,1045000,6,4.0,Cypress Hills,,2500,1899,1,,,Active,January-8-2023 11:30 AM,January-8-2023 01:00 PM,https://www.redfin.com/NY/Brooklyn/345-Schenck-Ave-11207/home/40759906,OneKey,3450431,N,Y,40.6724089,-73.8881805
MLS Listing,,Condo/Co-op,125 W 21st St Unit 2-C,New York,NY,10011,950000,0,1.0,Chelsea,605,9472,2006,1,1570,708,Active,,,https://www.redfin.com/NY/New-York/125-W-21st-St-10011/unit-2C/home/45205350,REBNY,OLRS-1967807,N,Y,40.7421908,-73.994695
MLS Listing,,Condo/Co-op,132 E 72nd St Unit 8THFL,New York,NY,10021,2750000,3,2.5,Lenox Hill,,4087,1925,1,,9580,Active,,,https://www.redfin.com/NY/New-York/132-E-72nd-St-10021/unit-8THFL/home/145245990,REBNY,RPLU-21922212274,N,Y,40.7703795,-73.9627382
MLS Listing,,Condo/Co-op,362 W 127th St Unit 2A,New York,NY,10027,469000,0,1.0,Harlem,,2498,2016,1,,277,Active,,,https://www.redfin.com/NY/New-York/362-W-127th-St-10027/unit-2A/home/114495134,REBNY,RLMX-86100,N,Y,40.8121684,-73.9523535
MLS Listing,,Condo/Co-op,411 E 53rd St Unit 6G,New York,NY,10022,975000,1,1.0,Sutton,850,17473,1959,1,1147,775,Active,January-8-2023 11:00 AM,January-8-2023 12:00 PM,https://www.redfin.com/NY/New-York/411-E-53rd-St-10022/unit-6G/home/45282129,REBNY,PRCH-5085492,N,Y,40.7557019,-73.9641351
MLS Listing,,Condo/Co-op,131 E 81st St #10,New York,NY,10028,1750000,2,2.0,Upper East Side,1350,1879,1982,1,1296,3024,Active,,,https://www.redfin.com/NY/New-York/131-E-81st-St-10028/unit-10/home/63689803,REBNY,RPLU-33422211691,N,Y,40.7764795,-73.9581251
MLS Listing,,Condo/Co-op,385 First Ave Unit 10-H,New York,NY,10010,995000,1,1.0,Gramercy,748,9875,2016,1,1330,995,Active,,,https://www.redfin.com/NY/New-York/385-1st-Ave-10010/unit-10H/home/143436090,REBNY,OLRS-00011553781,N,Y,40.7366628,-73.9790106
MLS Listing,,Condo/Co-op,124 E 79th St Unit 2-B,New York,NY,10075,850000,1,1.5,Upper East Side,800,6743,1986,1,1063,1759,Active,,,https://www.redfin.com/NY/New-York/124-E-79th-St-10075/unit-2B/home/45285439,REBNY,OLRS-2016357,N,Y,40.7750417,-73.9597079
MLS Listing,,Condo/Co-op,66 Washington Ave Unit 6R,Brooklyn,NY,11205,850000,2,1.0,Clinton Hill,809,4000,1930,1,1051,370,Active,,,https://www.redfin.com/NY/Brooklyn/66-Washington-Ave-11205/unit-6R/home/59293831,REBNY,RPLU-33422212312,N,Y,40.6967171,-73.9678593
MLS Listing,,Condo/Co-op,251 Pacific St #8,Brooklyn,NY,11201,525000,1,1.0,Cobble Hill,,5000,1914,1,,665,Active,,,https://www.redfin.com/NY/Brooklyn/251-Pacific-St-11201/unit-8/home/40666035,REBNY,PRCH-5085652,N,Y,40.6885654,-73.9905096
MLS Listing,,Condo/Co-op,372 Dekalb Ave Unit 6-K,Brooklyn,NY,11205,1250000,1,2.0,Clinton Hill,1100,23000,1913,1,1136,1591,Active,January-8-2023 12:30 PM,January-8-2023 02:30 PM,https://www.redfin.com/NY/Brooklyn/372-DeKalb-Ave-11205/unit-6K/home/40926235,REBNY,OLRS-244488,N,Y,40.6898733,-73.962846
MLS Listing,,Condo/Co-op,61 W 62nd St Unit 22/H,New York,NY,10023,699000,1,1.0,Lincoln Square,,16535,1981,1,,2252,Active,January-4-2023 11:30 AM,January-4-2023 01:30 PM,https://www.redfin.com/NY/New-York/61-W-62nd-St-10023/unit-22H/home/144129961,REBNY,RPLU-33422218789,N,Y,40.771079,-73.9827734
MLS Listing,,Townhouse,525 E 3rd St,Brooklyn,NY,11218,1995000,4,2.0,Kensington / Ocean Pkwy,1700,5000,1925,1,1174,,Active,January-8-2023 02:00 PM,January-8-2023 03:30 PM,https://www.redfin.com/NY/Brooklyn/525-E-3rd-St-11218/home/40794285,REBNY,OLRS-0043004,N,Y,40.6392786,-73.9763225
MLS Listing,,Condo/Co-op,117 E 57th St Unit 41F,New York,NY,10022,752400,0,1.0,Midtown Central,513,17272,1976,1,1467,909,Active,January-8-2023 12:00 PM,January-8-2023 01:00 PM,https://www.redfin.com/NY/New-York/117-E-57th-St-10022/unit-41F/home/45278158,REBNY,RLMX-86080,N,Y,40.7615277,-73.9698343
MLS Listing,,Condo/Co-op,37-26 32nd St Unit 6-L,Queens,NY,11101,570000,0,1.0,Long Island City,429,16872,2022,1,1329,294,Active,,,https://www.redfin.com/NY/Queens/37-26-32nd-St-11101/unit-6-L/home/183633294,REBNY,OLRS-2016126,N,Y,40.753836,-73.9310503
MLS Listing,,Condo/Co-op,41-05 29 St Unit 16-C,Queens,NY,11101,1310000,2,2.0,Long Island City,,2250,1931,1,,905,Active,,,https://www.redfin.com/NY/Long-Island-City/41-05-29th-St-11101/unit-16-C/home/183633293,REBNY,OLRS-2016317,N,Y,40.7507843,-73.9367858
MLS Listing,,Condo/Co-op,580 Carroll St Unit 4C,Brooklyn,NY,11215,1600000,2,2.0,Park Slope,1275,10174,2009,1,1255,839,Active,January-8-2023 12:00 PM,January-8-2023 01:30 PM,https://www.redfin.com/NY/Brooklyn/580-Carroll-St-11215/unit-4C/home/40922072,REBNY,RPLU-33422192233,N,Y,40.675727,-73.9830132
MLS Listing,,Condo/Co-op,16 W 16th St Unit 10LN,New York,NY,10011,965000,1,1.0,Flatiron,,45223,1960,1,,1251,Active,January-8-2023 01:30 PM,January-8-2023 03:00 PM,https://www.redfin.com/NY/New-York/16-W-16th-St-10011/unit-10LN/home/45174837,REBNY,PRCH-4280952,N,Y,40.7375086,-73.9937004
MLS Listing,,Condo/Co-op,37-26 32nd St Unit 3-G,Queens,NY,11101,730000,1,1.0,Long Island City,,16872,2022,1,,397,Active,,,https://www.redfin.com/NY/Queens/37-26-32nd-St-11101/unit-3-G/home/183633291,REBNY,OLRS-2016145,N,Y,40.753836,-73.9310503
MLS Listing,,Condo/Co-op,420 Riverside Dr Unit 9-D,New York,NY,10025,1475000,2,1.5,Morningside Heights,1135,17490,1905,1,1300,1729,Active,,,https://www.redfin.com/NY/New-York/420-Riverside-Dr-10025/unit-9D/home/45164285,REBNY,OLRS-99153,N,Y,40.8075829,-73.9663347
MLS Listing,,Condo/Co-op,41-05 29 St Unit 15-D,Queens,NY,11101,1180000,2,2.0,Long Island City,868,2250,1931,1,1359,827,Active,,,https://www.redfin.com/NY/Long-Island-City/41-05-29th-St-11101/unit-15-D/home/183633290,REBNY,OLRS-2016326,N,Y,40.7507843,-73.9367858
MLS Listing,,Condo/Co-op,37-26 32nd St Unit 5-K,Queens,NY,11101,620000,0,1.0,Long Island City,441,16872,2022,1,1406,302,Active,,,https://www.redfin.com/NY/Queens/37-26-32nd-St-11101/unit-5-K/home/183633289,REBNY,OLRS-2016130,N,Y,40.753836,-73.9310503
MLS Listing,,Condo/Co-op,309 E 87th St Unit 5-M,New York,NY,10128,585000,1,1.0,Yorkville,,23463,1952,1,,1525,Active,,,https://www.redfin.com/NY/New-York/309-E-87th-St-10128/unit-5-M/home/179468447,REBNY,OLRS-2016373,N,Y,40.7783276,-73.9501722
MLS Listing,,Condo/Co-op,70 Park Ter E Unit 4-A,New York,NY,10034,248800,0,1.0,Inwood,550,21750,1950,1,452,511,Active,,,https://www.redfin.com/NY/New-York/70-Park-Ter-E-10034/unit-4A/home/45186979,REBNY,OLRS-2015847,N,Y,40.8706218,-73.9161026
MLS Listing,,Multi-Family (2-4 Unit),1306 Dean St,Brooklyn,NY,11216,2100000,,,Crown Heights,,2288,1893,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/1306-Dean-St-11216/home/40707984,REBNY,RPLU-33422130017,N,Y,40.6764862,-73.9457387
MLS Listing,,Condo/Co-op,3135 Johnson Ave Unit 9B,Bronx,NY,10463,499000,2,2.0,Spuyten Duyvil,1200,86400,1960,1,416,1467,Active,January-8-2023 12:00 PM,January-8-2023 02:00 PM,https://www.redfin.com/NY/The-Bronx/3135-Johnson-Ave-10463/unit-9B/home/183633286,REBNY,RPLU-33422217595,N,Y,40.8828679,-73.9112962
MLS Listing,,Condo/Co-op,124 E 79th St Unit 2-A,New York,NY,10075,649000,0,1.0,Upper East Side,348,6743,1986,1,1865,1119,Active,,,https://www.redfin.com/NY/New-York/124-E-79th-St-10075/unit-2A/home/45285341,REBNY,OLRS-2016358,N,Y,40.7750417,-73.9597079
MLS Listing,,Condo/Co-op,27 E 65th St Unit 7C,New York,NY,10065,499000,1,1.0,Lenox Hill,,10845,1959,1,,1708,Active,,,https://www.redfin.com/NY/New-York/27-E-65th-St-10065/unit-7C/home/53324731,REBNY,RPLU-33422217503,N,Y,40.7673406,-73.9683647
MLS Listing,,Condo/Co-op,627 Wilson Ave #2,Brooklyn,NY,11207,750000,2,1.5,Bushwick,,2600,1907,1,,407,Active,,,https://www.redfin.com/NY/Brooklyn/627-Wilson-Ave-11207/unit-2/home/177026666,REBNY,RPLU-33422199765,N,Y,40.6898524,-73.9061894
MLS Listing,,Condo/Co-op,205 W End Ave Unit 6-V,New York,NY,10023,829000,1,1.0,Lincoln Square,,90575,1959,1,,1746,Active,January-8-2023 11:00 AM,January-8-2023 12:00 PM,https://www.redfin.com/NY/New-York/205-W-End-Ave-10023/unit-6V/home/173152682,REBNY,OLRS-2016341,N,Y,40.778545,-73.9864464
MLS Listing,,Condo/Co-op,124 E 79th St Unit 2-AB,New York,NY,10075,1350000,3,2.5,Upper East Side,1150,6743,1986,1,1174,2879,Active,,,https://www.redfin.com/NY/New-York/124-E-79th-St-10075/unit-2-AB/home/183633284,REBNY,OLRS-2016366,N,Y,40.7750417,-73.9597079
MLS Listing,,Condo/Co-op,101 Wooster St #2,New York,NY,10012,7250000,3,2.5,SoHo,3600,4875,1893,1,2014,7350,Active,January-8-2023 11:30 AM,January-8-2023 12:30 PM,https://www.redfin.com/NY/New-York/101-Wooster-St-10012/unit-2/home/146129445,REBNY,RPLU-429722195344,N,Y,40.7246448,-74.0009589
MLS Listing,,Condo/Co-op,2866 Marion Ave Unit 5-C,Bronx,NY,10458,280000,2,1.0,Bedford Park,,14000,1956,1,,1035,Active,January-8-2023 12:00 PM,January-8-2023 01:00 PM,https://www.redfin.com/NY/The-Bronx/2866-Marion-Ave-10458/unit-5C/home/92224825,REBNY,OLRS-00011966426,N,Y,40.8680763,-73.8851803
MLS Listing,,Condo/Co-op,37-26 32nd St Unit 3-H,Queens,NY,11101,695000,1,1.0,Long Island City,632,16872,2022,1,1100,433,Active,,,https://www.redfin.com/NY/Queens/37-26-32nd-St-11101/unit-3-H/home/183633283,REBNY,OLRS-2016140,N,Y,40.753836,-73.9310503
MLS Listing,,Condo/Co-op,235 E 87th St Unit 1B,New York,NY,10128,650000,1,1.0,Yorkville,650,17516,1963,1,1000,1430,Active,,,https://www.redfin.com/NY/New-York/235-E-87th-St-10128/unit-1B/home/45169398,REBNY,RPLU-33422214425,N,Y,40.7790388,-73.9519172
MLS Listing,,Condo/Co-op,84 MESEROLE Ave #2,Brooklyn,NY,11222,2850000,3,2.0,Greenpoint,1657,2500,1899,1,1720,499,Active,,,https://www.redfin.com/NY/Brooklyn/84-Meserole-Ave-11222/unit-2/home/183633282,REBNY,OLRS-2016413,N,Y,40.7265726,-73.9537659
MLS Listing,,Condo/Co-op,377 Rector Pl Unit 24C,New York,NY,10280,1222000,2,1.0,Battery Park,766,16951,1985,1,1595,2450,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-24C/home/45125318,REBNY,RPLU-33422211911,N,Y,40.709734,-74.0178909
MLS Listing,,Condo/Co-op,360 W 22nd St Unit 3-P,New York,NY,10011,469000,0,1.0,Chelsea,,19750,1965,1,,926,Active,,,https://www.redfin.com/NY/New-York/360-W-22nd-St-10011/unit-3-P/home/183633280,REBNY,OLRS-2016389,N,Y,40.7455051,-74.0016003
MLS Listing,,Townhouse,16 DeKoven Ct,Brooklyn,NY,11230,2500000,5,3.5,Ditmas Park,3200,4200,1910,1,781,,Active,January-8-2023 12:00 PM,January-8-2023 01:30 PM,https://www.redfin.com/NY/Brooklyn/16-Dekoven-Ct-11230/home/40789724,REBNY,OLRS-00010085143,N,Y,40.6328573,-73.9632363
MLS Listing,,Condo/Co-op,1635 Lexington Ave Unit 7-F,New York,NY,10030,985000,2,2.0,East Harlem,1120,9500,2013,1,879,417,Active,,,https://www.redfin.com/NY/New-York/1635-Lexington-Ave-10029/unit-7F/home/53396929,REBNY,OLRS-1203086,N,Y,40.7905603,-73.9472333
MLS Listing,,Condo/Co-op,210 Sixth Ave Unit 5H,New York,NY,10014,750000,1,1.0,SoHo,,5812,1928,1,,1311,Active,January-8-2023 01:00 PM,January-8-2023 02:00 PM,https://www.redfin.com/NY/New-York/210-6th-Ave-10014/unit-5H/home/183633278,REBNY,RPLU-33422171827,N,Y,40.7271763,-74.0030659
MLS Listing,,Condo/Co-op,1635 Lexington Ave Unit 3-E,New York,NY,10030,710000,1,1.0,East Harlem,810,9500,2013,1,877,308,Active,January-5-2023 02:15 PM,January-5-2023 02:45 PM,https://www.redfin.com/NY/New-York/1635-Lexington-Ave-10029/unit-3E/home/53396960,REBNY,OLRS-2016414,N,Y,40.7905603,-73.9472333
MLS Listing,,Condo/Co-op,1635 Lexington Ave Unit 7-D,New York,NY,10030,725000,1,1.0,East Harlem,739,9500,2013,1,981,324,Active,January-5-2023 01:30 PM,January-5-2023 02:00 PM,https://www.redfin.com/NY/New-York/1635-Lexington-Ave-10029/unit-7D/home/53396920,REBNY,OLRS-1206270,N,Y,40.7905603,-73.9472333
MLS Listing,,Condo/Co-op,123 Baxter St Unit 5D,New York,NY,10013,2395000,3,3.0,Little Italy,2133,10050,2003,1,1123,3063,Active,January-8-2023 01:00 PM,January-8-2023 02:30 PM,https://www.redfin.com/NY/New-York/123-Baxter-St-10013/unit-5D/home/45205021,REBNY,PRCH-5085880,N,Y,40.7180687,-73.9987505
MLS Listing,,Condo/Co-op,2821 Kings Hwy Unit 4M,Brooklyn,NY,11229,215000,1,1.0,Brooklyn,650,,,1,331,,Active,,,https://www.redfin.com/NY/Brooklyn/2821-Kings-Hwy-11229/unit-4M/home/40926678,BNYMLS,470837,N,Y,40.6155937,-73.9461311
MLS Listing,,Multi-Family (2-4 Unit),145-34 224th St,Springfield Gardens,NY,11413,1050000,6,3.0,Springfield Gardens,,3960,1988,1,,,Active,,,https://www.redfin.com/NY/Springfield-Gardens/145-34-224th-St-11413/home/20688024,OneKey,3450425,N,Y,40.66253,-73.755582
MLS Listing,,Condo/Co-op,139-15 83 Ave #503,Briarwood,NY,11435,299999,2,1.0,Arlington,813,,1958,1,369,979,Active,,,https://www.redfin.com/NY/Queens/139-15-83rd-Ave-11435/unit-503/home/144210979,OneKey,3450421,N,Y,40.7133443,-73.8194372
MLS Listing,,Single Family Residential,67 Gansevoort Blvd,Staten Island,NY,10314,749000,4,1.5,Westerleigh,1955,5850,1935,1,383,,Active,,,https://www.redfin.com/NY/Staten-Island/67-Gansevoort-Blvd-10314/home/56014135,SIBORMLS,1159387,N,Y,40.6108113,-74.1273222
MLS Listing,,Multi-Family (2-4 Unit),8005 13th Ave,Brooklyn,NY,11228,2600000,7,2.5,Brooklyn,3875,6000,1910,1,671,,Active,,,https://www.redfin.com/NY/Brooklyn/8005-13th-Ave-11228/home/40827102,BNYMLS,470825,N,Y,40.6171377,-74.0102719
MLS Listing,,Condo/Co-op,42-55 Colden St Unit 2F,Flushing,NY,11355,488000,2,1.0,42-55 Colden Owners Corp,,,1965,1,,793,Active,,,https://www.redfin.com/NY/Queens/42-55-Colden-St-11355/unit-2F/home/20642978,OneKey,3450403,N,Y,40.7533589,-73.8250479
MLS Listing,,Condo/Co-op,240-40 70th Ave Unit 17B,Douglaston,NY,11362,629000,3,2.0,High Point Condo,,125198,1987,1,,665,Active,,,https://www.redfin.com/NY/Little-Neck/240-40-70th-Ave-11362/unit-17B/home/20799697,OneKey,3450397,N,Y,40.7495468,-73.7365604
MLS Listing,,Multi-Family (2-4 Unit),2181 Belmont Ave,,NY,10457,749000,6,2.0,,1428,,2007,1,525,,Pre On-Market,,,https://www.redfin.com/NY/The-Bronx/2181-Belmont-Ave-10457/home/44770998,OneKey,H6225463,N,Y,40.8509301,-73.8885221
MLS Listing,,Multi-Family (2-4 Unit),482 Hancock St,Bedford-stuyvesant,NY,11233,1399000,5,3.0,Bedford-Stuyvesant,,2000,1899,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/482-Hancock-St-11233/home/40722394,OneKey,3450398,N,Y,40.6840158,-73.9359458
MLS Listing,,Condo/Co-op,141-18 Cherry Ave Unit 3H,Flushing,NY,11355,519000,1,1.0,Cherry Manor,555,11500,2013,1,935,220,Active,,,https://www.redfin.com/NY/Queens/141-18-Cherry-Ave-11355/unit-3H/home/59308161,OneKey,3450393,N,Y,40.7547791,-73.8210707
MLS Listing,,Single Family Residential,94-23 115th St,Richmond Hill South,NY,11419,599000,3,2.0,Richmond Hill South,1149,1578,1920,1,521,,Active,,,https://www.redfin.com/NY/Queens/94-23-115th-St-11419/home/20774261,OneKey,3450392,N,Y,40.6924777,-73.8308214
MLS Listing,,Multi-Family (2-4 Unit),141-16 185th St,Jamaica,NY,11413,1279000,6,4.5,Jamaica,,3800,2022,1,,,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Jamaica/141-16-185th-St-11413/home/20693819,OneKey,3450394,N,Y,40.670523,-73.7591165
MLS Listing,,Single Family Residential,79-15 149th St,Kew Garden Hills,NY,11367,1250000,4,2.5,Kew Garden Hills,,2465,1950,1,,,Active,,,https://www.redfin.com/NY/Queens/79-15-149th-St-11367/home/20822715,OneKey,3450390,N,Y,40.719306,-73.8138426
MLS Listing,,Single Family Residential,290 Richmond Hill Rd,Staten  Island,NY,10314,520000,2,1.5,Staten  Island,1000,2146,1987,1,520,,Active,,,https://www.redfin.com/NY/Staten-Island/290-Richmond-Hill-Rd-10314/home/56038893,BNYMLS,470831,N,Y,40.5840811,-74.1594227
MLS Listing,,Multi-Family (2-4 Unit),47 Willow Wood Ln,Staten  Island,NY,10308,665000,4,3.0,Staten  Island,,2475,,1,,,Active,January-8-2023 12:00 PM,January-8-2023 02:00 PM,https://www.redfin.com/NY/Staten-Island/47-Willowwood-Ln-10308/home/56126636,BNYMLS,470797,N,Y,40.5591875,-74.1435505
MLS Listing,,Multi-Family (2-4 Unit),41-05 47th St,Sunnyside,NY,11104,1200000,4,2.0,Sunnyside,,1413,1924,1,,,Active,,,https://www.redfin.com/NY/Long-Island-City/41-05-47th-St-11104/home/20960233,OneKey,3450386,N,Y,40.7461823,-73.9169454
MLS Listing,,Single Family Residential,176 Long Pond Ln,Staten Island,NY,10304,499000,2,2.5,Park Hill,924,2533,1991,1,540,,Active,,,https://www.redfin.com/NY/Staten-Island/176-Long-Pond-Ln-10304/home/56041450,SIBORMLS,1159386,N,Y,40.612671,-74.0816104
MLS Listing,,Condo/Co-op,219-47 74th Ave,Bayside,NY,11364,352800,2,1.0,Windsor Oaks,,,1955,1,,1141,Active,,,https://www.redfin.com/NY/Oakland-Gardens/21947-74th-Ave-11364/Lowr/home/20642803,OneKey,3450387,N,Y,40.740442,-73.756007
MLS Listing,,Single Family Residential,80-34 209th St,Hollis Hills,NY,11427,1158000,3,3.0,Hollis Hills,2065,4000,1950,1,561,,Active,,,https://www.redfin.com/NY/Queens/80-34-209th-St-11427/home/20806546,OneKey,3450388,N,Y,40.7320754,-73.7616118
MLS Listing,,Single Family Residential,1470 E 55th St,Brooklyn,NY,11234,789000,3,2.0,Brooklyn,1372,2000,1925,1,575,,Active,,,https://www.redfin.com/NY/Brooklyn/1470-E-55th-St-11234/home/40881659,BNYMLS,470836,N,Y,40.6208167,-73.9224754
MLS Listing,,Single Family Residential,89-19 91st St,Woodhaven,NY,11421,675000,3,1.5,Woodhaven,,2000,1920,1,,,Active,January-8-2023 11:00 AM,January-8-2023 12:30 PM,https://www.redfin.com/NY/Queens/89-19-91st-St-11421/home/20787680,OneKey,3450381,N,Y,40.6901453,-73.8525541
MLS Listing,,Multi-Family (2-4 Unit),169 Pine St,Cypress Hills,NY,11208,839000,5,2.0,Cypress Hills,,2527,1925,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/169-Pine-St-11208/home/40763533,OneKey,3450379,N,Y,40.6825625,-73.8725847
MLS Listing,,Condo/Co-op,2229 Knapp St Unit 5F,Brooklyn,NY,11229,184999,1,1.0,Brooklyn,850,,,1,218,,Active,,,https://www.redfin.com/NY/Brooklyn/2229-Knapp-St-11229/unit-5F/home/171328449,BNYMLS,470835,N,Y,40.5988908,-73.9334675
MLS Listing,,Single Family Residential,115-30 Park Lane South,Kew Gardens,NY,11418,1428000,6,4.0,Kew Gardens,2680,8500,1940,1,533,,Active,,,https://www.redfin.com/NY/Richmond-Hill/11530-Park-Ln-S-11418/home/183632258,OneKey,3450376,N,Y,40.7048564,-73.8373367
MLS Listing,,Single Family Residential,1944 Ryder St,Brooklyn,NY,11234,828000,4,1.5,Brooklyn,1568,2000,1925,1,528,,Active,,,https://www.redfin.com/NY/Brooklyn/1944-Ryder-St-11234/home/40902496,BNYMLS,470833,N,Y,40.6117971,-73.930253
MLS Listing,,Condo/Co-op,112-01 Queens Blvd Unit 17A,Forest Hills,NY,11375,790000,1,1.5,Pinnacle Condominium,908,,1991,1,870,1070,Active,,,https://www.redfin.com/NY/Queens/112-01-Queens-Blvd-11375/unit-17A/home/20916274,OneKey,3450371,N,Y,40.7190009,-73.8365029
MLS Listing,,Condo/Co-op,163D Edgewater Park Unit D,Bronx,NY,10465,469000,3,2.0,Edgewater Park,1612,,,1,291,447,Active,,,https://www.redfin.com/NY/The-Bronx/163D-Edgewater-Park-10465/unit-D/home/183631600,OneKey,H6221726,N,Y,40.8233579,-73.811974
MLS Listing,,Single Family Residential,130 Barwick St,Floral Park,NY,11001,999888,6,4.0,Floral Park,2457,2960,1957,1,407,,Pre On-Market,,,https://www.redfin.com/NY/Floral-Park/130-Barwick-St-11001/home/20554716,OneKey,3450372,N,Y,40.7339682,-73.6988172
MLS Listing,,Condo/Co-op,32-42 89 St Unit C404,East Elmhurst,NY,11369,280000,2,1.0,Northridge Section Iii,,,1952,1,,837,Active,,,https://www.redfin.com/NY/East-Elmhurst/32-42-89th-St-11369/unit-C404/home/170303064,OneKey,3450367,N,Y,40.7568216,-73.8792449
