SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,151-20 88 St Unit 5C,Howard Beach,NY,11414,245000,2,2.0,Fairfield Arms,1080,,1960,1,227,,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Jamaica/151-20-88th-St-11414/unit-5C/home/20647877,OneKey,3450360,N,Y,40.6681885,-73.8476496
MLS Listing,,Condo/Co-op,2750 Johnson Ave Unit 6L,Bronx,NY,10463,132000,0,1.0,Johnson Avenue,400,,1964,1,330,510,Active,,,https://www.redfin.com/NY/The-Bronx/2750-Johnson-Ave-10463/unit-6L/home/44763804,OneKey,H6225424,N,Y,40.8801731,-73.91173
MLS Listing,,Condo/Co-op,3333 Henry Hudson Pkwy Unit 22J,Bronx,NY,10463,349999,1,1.0,White Hall Building,1030,,1970,1,340,1733,Active,,,https://www.redfin.com/NY/The-Bronx/3333-Henry-Hudson-Pkwy-10463/unit-22J/home/183631418,OneKey,H6225429,N,Y,40.8855625,-73.9143965
MLS Listing,,Condo/Co-op,2186 Cruger Ave Unit 1E,Bronx,NY,10462,149999,1,1.0,The Sussex,650,,1930,1,231,870,Active,,,https://www.redfin.com/NY/The-Bronx/2186-Cruger-Ave-10462/unit-1E/home/44764609,OneKey,H6225439,N,Y,40.8557919,-73.8663943
MLS Listing,,Condo/Co-op,212-93 16 Ave #194,Bayside,NY,11360,249900,1,1.0,Bay Terrace Gardens,,,1953,1,,624,Active,,,https://www.redfin.com/NY/Bayside/21293-16th-Ave-11360/unit-194/home/180234357,OneKey,3450357,N,Y,40.7852025,-73.778765
MLS Listing,,Multi-Family (2-4 Unit),6314 24th Ave,Brooklyn,NY,11204,2280000,6,4.0,Brooklyn,,2600,,1,,,Active,,,https://www.redfin.com/NY/Brooklyn/6314-24th-Ave-11204/home/40836438,BNYMLS,470828,N,Y,40.6121716,-73.9763684
MLS Listing,,Single Family Residential,30 Caldera Pl,Staten Island,NY,10301,749999,3,2.0,Randall Manor,928,6000,1930,1,808,,Active,,,https://www.redfin.com/NY/Staten-Island/30-Caldera-Pl-10301/home/56030344,SIBORMLS,1159385,N,Y,40.6391217,-74.1005274
MLS Listing,,Multi-Family (2-4 Unit),97 Monticello Ter,Staten  Island,NY,10308,1328000,5,3.5,Staten  Island,2720,4212,2004,1,488,,Active,,,https://www.redfin.com/NY/Staten-Island/97-Monticello-Ter-10308/home/56115742,BNYMLS,470824,N,Y,40.5454486,-74.1478286
MLS Listing,,Multi-Family (2-4 Unit),1519 Zerega Ave,Bronx,NY,10462,949000,7,2.0,BRONX,3000,2500,1901,1,316,,Active,,,https://www.redfin.com/NY/The-Bronx/1519-Zerega-Ave-10462/home/44776798,OneKey,H6225419,N,Y,40.8382478,-73.8491799
MLS Listing,,Condo/Co-op,67-40 Yellowstone Blvd Unit 7D,Forest Hills,NY,11375,549000,2,1.0,The Buchanan,1150,,1950,1,477,1087,Active,,,https://www.redfin.com/NY/Forest-Hills/67-40-Yellowstone-Blvd-11375/unit-7D/home/40508255,OneKey,3450351,N,Y,40.7273127,-73.8492849
MLS Listing,,Condo/Co-op,55 Austin Pl Unit 4c,Staten Island,NY,10301,269000,2,2.5,Silver Lake,1150,1150,1962,1,234,650,Active,,,https://www.redfin.com/NY/Staten-Island/55-Austin-Pl-10304/unit-4C/home/56092215,SIBORMLS,1159384,N,Y,40.631573,-74.0859355
MLS Listing,,Condo/Co-op,64-00 Saunders St Unit 1M,Rego Park,NY,11374,219000,0,1.0,The Cedar,,,1954,1,,387,Active,,,https://www.redfin.com/NY/Queens/6400-Saunders-St-11374/unit-1M/home/23338078,OneKey,3450349,N,Y,40.7286188,-73.8616623
MLS Listing,,Condo/Co-op,85-23 Broadway Unit 5C,Elmhurst,NY,11373,658000,2,2.0,Broadway Tower,,,2009,1,,339,Active,,,https://www.redfin.com/NY/FLUSHING/8523-BROADWAY-11373/unit-5C/home/28685138,OneKey,3450350,N,Y,40.738935,-73.877286
MLS Listing,,Condo/Co-op,47-19 216th St Unit 2D,Bayside,NY,11364,265000,1,1.0,Jeffrey Gardens,650,,1952,1,408,667,Active,January-7-2023 12:00 PM,January-7-2023 01:30 PM,https://www.redfin.com/NY/Bayside/47-19-216th-St-11361/unit-2D/home/63686633,OneKey,3450346,N,Y,40.7568724,-73.7643997
MLS Listing,,Vacant Land,0 Pavillion Hill Ter,Staten Island,NY,10304,299000,0,,St. George,,33796,,1,,,Active,,,https://www.redfin.com/NY/Staten-Island/0-Pavillion-Hill-Ter-10301/home/183348273,SIBORMLS,1159383,N,Y,40.6382136,-74.0787795
MLS Listing,,Multi-Family (2-4 Unit),83 Montgomery Ave,Staten Island,NY,10301,1488000,8,3.0,St. George,4125,2125,2019,1,361,,Active,,,https://www.redfin.com/NY/Staten-Island/83-Montgomery-Ave-10301/home/109611987,SIBORMLS,1159382,N,Y,40.6398559,-74.0780621
MLS Listing,,Multi-Family (2-4 Unit),28-15 50th St,Woodside,NY,11377,1299999,4,2.0,Woodside,,2600,1956,1,,,Active,,,https://www.redfin.com/NY/Queens/28-15-50th-St-11377/home/20950361,OneKey,3450342,N,Y,40.7612084,-73.905964
MLS Listing,,Townhouse,77-79 Montgomery Ave,Staten Island,NY,10301,900000,2,1.0,St. George,1440,4000,1915,1,625,,Active,,,https://www.redfin.com/NY/Staten-Island/7779-Montgomery-Ave-10301/home/179831845,SIBORMLS,1159381,N,Y,40.639976,-74.07809
MLS Listing,,Condo/Co-op,141-10 25th Rd Unit 6D,Flushing,NY,11354,318000,2,1.0,Mitchell Gardens,,,1955,1,,981,Active,,,https://www.redfin.com/NY/Queens/141-10-25th-Rd-11354/unit-6D/home/183630987,OneKey,3450340,N,Y,40.7756728,-73.827111
MLS Listing,,Multi-Family (2-4 Unit),2073 E 67th St,Brooklyn,NY,11234,835000,3,2.0,Brooklyn,1624,2000,1960,1,514,,Active,,,https://www.redfin.com/NY/Brooklyn/2073-E-67th-St-11234/home/40898928,BNYMLS,470509,N,Y,40.6181891,-73.9103029
MLS Listing,,Condo/Co-op,36 Hamilton Ave Unit 2e,Staten Island,NY,10301,299999,1,1.0,St. George,900,900,1963,1,333,747,Active,,,https://www.redfin.com/NY/Staten-Island/36-Hamilton-Ave-10301/unit-2E/home/77420288,SIBORMLS,1159380,N,Y,40.6449121,-74.0787385
MLS Listing,,Condo/Co-op,141-10 28th Ave Unit 5F,Flushing,NY,11354,268000,1,1.0,Mitchell Gardens,,,1955,1,,575,Active,,,https://www.redfin.com/NY/Flushing/141-10-28th-Ave-11354/unit-5F/home/20636739,OneKey,3450336,N,Y,40.772904,-73.8273482
MLS Listing,,Townhouse,1564 84th St,Brooklyn,NY,11228,1199900,3,3.0,Bensonhurst,2650,2080,1955,1,453,,Active,,,https://www.redfin.com/NY/Brooklyn/1564-84th-St-11228/home/40829265,SIBORMLS,1159379,N,Y,40.6115235,-74.0067958
MLS Listing,,Single Family Residential,102 Carroll St,Bronx,NY,10464,565000,2,1.0,BRONX,703,2500,1930,1,804,,Active,,,https://www.redfin.com/NY/The-Bronx/102-Caroll-St-10464/home/44799238,OneKey,H6225363,N,Y,40.8455687,-73.7864978
MLS Listing,,Condo/Co-op,254-53 75th Ave Unit H-2,Glen Oaks,NY,11004,439900,2,1.0,Glen Oaks Village,856,,1950,1,514,898,Active,,,https://www.redfin.com/NY/Glen-Oaks/254-53-75th-Ave-11004/unit-H-2/home/183630824,OneKey,3450329,N,Y,40.7468244,-73.7171669
MLS Listing,,Single Family Residential,68 Bement Ave,Staten Island,NY,10310,575000,3,2.0,West Brighton,1064,3857,1920,1,540,,Active,,,https://www.redfin.com/NY/Staten-Island/68-Bement-Ave-10310/home/56084399,SIBORMLS,1159378,N,Y,40.6410198,-74.1137417
MLS Listing,,Single Family Residential,282 Chester St,Brooklyn,NY,11212,565000,3,2.0,Brooklyn,1116,1800,1986,1,506,,Active,,,https://www.redfin.com/NY/Brooklyn/282-Chester-St-11212/home/40753319,BNYMLS,470822,N,Y,40.6647109,-73.910707
MLS Listing,,Single Family Residential,51 Mary St,Staten Island,NY,10304,369000,3,1.0,Concord,1312,2860,1925,1,281,,Pre On-Market,,,https://www.redfin.com/NY/Staten-Island/51-Mary-St-10304/home/56039600,SIBORMLS,1159377,N,Y,40.6129373,-74.0869335
MLS Listing,,Single Family Residential,7216 Avenue X,Brooklyn,NY,11234,929000,4,2.0,Brooklyn,2100,4000,1970,1,442,,Active,,,https://www.redfin.com/NY/Brooklyn/7216-Avenue-X-11234/home/40900527,BNYMLS,444159,N,Y,40.6154844,-73.900686
MLS Listing,,Multi-Family (2-4 Unit),,Jamaica,NY,11433,749000,4,2.0,Jamaica,,2492,1935,1,,,Active,,,https://www.redfin.com/NY/Queens/Undisclosed-address-11433/home/20756915,OneKey,3450319,N,Y,40.6936998,-73.7856714
MLS Listing,,Multi-Family (2-4 Unit),35-46 100th St,Corona,NY,11368,1550000,7,2.0,Corona,,3125,1910,1,,,Active,,,https://www.redfin.com/NY/Queens/35-46-100th-St-11368/home/20922370,OneKey,3450317,N,Y,40.7528145,-73.8676691
MLS Listing,,Multi-Family (2-4 Unit),229 57th St,Brooklyn,NY,11220,1299900,5,2.5,Brooklyn,2520,2000,1901,1,516,,Active,,,https://www.redfin.com/NY/Brooklyn/229-57th-St-11220/home/40694811,BNYMLS,470820,N,Y,40.6448609,-74.0201221
MLS Listing,,Condo/Co-op,109-18 Lefferts Blvd Unit C2,Jamaica,NY,11420,420000,2,1.0,Lefferts Blvd Condo,,7600,1927,1,,,Active,,,https://www.redfin.com/NY/South-Ozone-Park/10918-Lefferts-Blvd-11420/unit-C2/home/20642156,OneKey,3450314,N,Y,40.681497,-73.822179
MLS Listing,,Condo/Co-op,43-10 Kissena Blvd Unit 10B,Flushing,NY,11355,449000,2,1.0,Carlyle Tower A,1000,,1961,1,449,1064,Active,,,https://www.redfin.com/NY/Queens/4310-Kissena-Blvd-11355/unit-10B/home/144210682,OneKey,3450323,N,Y,40.7551199,-73.8246837
MLS Listing,,Condo/Co-op,137-08 31st Rd Unit 2E,Flushing,NY,11354,628000,2,2.0,Cpre Group Llc,1173,10120,2009,1,535,398,Active,,,https://www.redfin.com/NY/Flushing/137-08-31st-Rd-11354/unit-2E/home/22001291,OneKey,3450313,N,Y,40.769485,-73.8311559
MLS Listing,,Condo/Co-op,160 W 87th St Unit 3A,New York,NY,10024,1200000,2,1.0,160 W. 87th Street Corp,1300,,1914,1,923,1784,Active,,,https://www.redfin.com/NY/New-York/160-W-87th-St-10024/unit-3A/home/179703448,OneKey,3450302,N,Y,40.7877872,-73.9737053
MLS Listing,,Condo/Co-op,216-02 67 Ave Unit Duplex,Bayside,NY,11364,388000,2,1.5,Bell Park Gardens,,,1950,1,,857,Active,January-7-2023 12:45 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Oakland-Gardens/216-2-67th-Ave-11364/unit-Duplex/home/183630559,OneKey,3450311,N,Y,40.7441914,-73.7594686
MLS Listing,,Townhouse,64 Willow Wood Ln,Staten Island,NY,10308,849000,4,4.5,Great Kills,2408,2575,1985,1,353,,Pre On-Market,January-7-2023 01:00 PM,January-7-2023 04:00 PM,https://www.redfin.com/NY/Staten-Island/64-Willowwood-Ln-10308/home/56088164,SIBORMLS,1159374,N,Y,40.5596064,-74.1435554
MLS Listing,,Multi-Family (2-4 Unit),915 61 St,Brooklyn,NY,11219,1299000,6,3.0,Brooklyn,1760,2000,1925,1,738,,Active,,,https://www.redfin.com/NY/Brooklyn/915-61st-St-11219/home/40807812,BNYMLS,470736,N,Y,40.6334245,-74.007347
MLS Listing,,Single Family Residential,51 Lamped Loop,Staten Island,NY,10314,389000,2,1.5,New Springville,984,984,1985,1,395,292,Active,,,https://www.redfin.com/NY/Staten-Island/51-Lamped-Loop-10314/home/56038661,SIBORMLS,1159373,N,Y,40.585614,-74.1637682
MLS Listing,,Multi-Family (2-4 Unit),137-09 132nd Ave,South Ozone Park,NY,11436,935000,4,3.0,South Ozone Park,2024,3200,1945,1,462,,Active,,,https://www.redfin.com/NY/Jamaica/137-09-132nd-Ave-11436/home/20709446,OneKey,3450301,N,Y,40.6700585,-73.8002055
MLS Listing,,Condo/Co-op,41-08 43rd St Unit 6A,Sunnyside,NY,11104,535000,2,1.0,41-08 43rd St Owners,1000,,1936,1,535,987,Active,January-7-2023 12:00 PM,January-7-2023 01:30 PM,https://www.redfin.com/NY/Queens/4108-43rd-St-11104/unit-6A/home/183630499,OneKey,3450300,N,Y,40.7465691,-73.921148
MLS Listing,,Condo/Co-op,4525 Henry Hudson Pkwy #1001,Bronx,NY,10471,424900,2,1.5,Briar Oaks,1250,,1982,1,340,1441,Active,January-7-2023 01:00 PM,January-7-2023 02:30 PM,https://www.redfin.com/NY/The-Bronx/4525-Henry-Hudson-Pkwy-10471/unit-1001/home/183630497,OneKey,H6224605,N,Y,40.8923453,-73.9093165
MLS Listing,,Multi-Family (2-4 Unit),139 Bionia Ave,State Island,NY,10305,870000,4,2.0,State Island,2112,4000,1965,1,412,,Active,,,https://www.redfin.com/NY/Staten-Island/139-Bionia-Ave-10305/home/56136769,BNYMLS,470805,N,Y,40.5943908,-74.073637
MLS Listing,,Townhouse,281 Giffords Ln,Staten Island,NY,10308,988000,4,2.0,Great Kills,2256,5406,1935,1,438,,Active,January-7-2023 12:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Staten-Island/281-Giffords-Ln-10308/home/56098629,SIBORMLS,1159372,N,Y,40.5583619,-74.1531498
MLS Listing,,Condo/Co-op,75 Wall St Unit 24m,New York,NY,10005,1890000,2,2.0,Off Island,1250,30794,1987,1,1512,1449,Active,,,https://www.redfin.com/NY/New-York/75-Wall-St-10005/unit-24M/home/45219014,SIBORMLS,1159371,N,Y,40.7051691,-74.008024
MLS Listing,,Townhouse,180 Cannon Ave,Staten Island,NY,10314,799000,3,1.0,Travis,2104,6204,1965,1,380,,Active,,,https://www.redfin.com/NY/Staten-Island/180-Cannon-Ave-10314/home/56040850,SIBORMLS,1159370,N,Y,40.5940174,-74.1908986
MLS Listing,,Condo/Co-op,268-25 82nd Ave Unit 279B,New Hyde Park,NY,11040,329000,2,1.0,Langdale Gardens,,,1950,1,,935,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Queens/26825-82nd-Ave-11040/unit-279B/home/183630176,OneKey,3450292,N,Y,40.7430235,-73.7017012
MLS Listing,,Condo/Co-op,64-11 99th St #405,Rego Park,NY,11374,409500,1,1.0,Sutton,,,1952,1,,706,Active,,,https://www.redfin.com/NY/Rego-Park/64-11-99th-St-11374/unit-405/home/181506584,OneKey,3450295,N,Y,40.7308066,-73.8556439
MLS Listing,,Single Family Residential,120-33 28th Ave,Flushing,NY,11354,818000,4,3.0,Flushing,,1800,1925,1,,,Active,January-8-2023 12:00 PM,January-8-2023 01:30 PM,https://www.redfin.com/NY/Flushing/120-33-28th-Ave-11354/home/20866360,OneKey,3450294,N,Y,40.7732914,-73.8465986
MLS Listing,,Condo/Co-op,115-25 84 Ave Unit 6F,Kew Gardens,NY,11418,249000,1,1.0,Rose Smith,,,1950,1,,621,Active,,,https://www.redfin.com/NY/Queens/115-25-84th-Ave-11418/unit-6F/home/177813586,OneKey,3450293,N,Y,40.7038782,-73.8360695
MLS Listing,,Single Family Residential,115-17 146 St,Jamaica,NY,11436,665000,3,1.5,Jamaica,,2000,1930,1,,,Active,,,https://www.redfin.com/NY/Queens/115-17-146th-St-11436/home/20718431,OneKey,3450290,N,Y,40.6831019,-73.7957592
MLS Listing,,Condo/Co-op,2011 Avenue X Unit 4B,Brooklyn,NY,11235,499000,1,1.0,Brooklyn,800,,2011,1,624,,Active,,,https://www.redfin.com/NY/Brooklyn/2011-Avenue-X-11235/unit-4B/home/40924941,BNYMLS,470816,N,Y,40.5930443,-73.949713
MLS Listing,,Multi-Family (2-4 Unit),1773 Westchester Ave,Bronx,NY,10472,899000,8,4.0,BRONX,2920,,1965,1,308,,Active,,,https://www.redfin.com/NY/The-Bronx/1773-Westchester-Ave-10472/home/44721407,OneKey,H6225241,N,Y,40.8318652,-73.8675368
MLS Listing,,Multi-Family (2-4 Unit),4309 104 St,Corona,NY,11368,1200000,8,2.0,Corona,2600,2500,1901,1,462,,Pre On-Market,,,https://www.redfin.com/NY/Flushing/43-09-104th-St-11368/home/20916922,OneKey,3450283,N,Y,40.747588,-73.8602049
MLS Listing,,Multi-Family (2-4 Unit),32-73 33rd St,Long Island City,NY,11106,1570000,5,3.0,Long Island City,2560,2425,1930,1,613,,Active,,,https://www.redfin.com/NY/Queens/32-73-33rd-St-11106/home/20954771,OneKey,3450280,N,Y,40.75929,-73.9249829
MLS Listing,,Single Family Residential,87-31 252 St,Bellerose,NY,11426,775000,3,2.0,Bellerose,,3300,1927,1,,,Active,January-7-2023 01:00 PM,January-7-2023 02:30 PM,https://www.redfin.com/NY/Queens/8731-252nd-St-11426/home/20795278,OneKey,3450288,N,Y,40.7297245,-73.7136169
MLS Listing,,Condo/Co-op,34-31 82 St #51,Jackson Heights,NY,11372,465000,2,1.0,The Colonials,1050,,1915,1,443,1110,Active,,,https://www.redfin.com/NY/Flushing/34-31-82nd-St-11372/unit-51/home/20645754,OneKey,3450289,N,Y,40.7528407,-73.8846085
MLS Listing,,Single Family Residential,187-09 Jordan Ave,Saint Albans,NY,11412,779000,4,4.0,Saint Albans,,4000,1930,1,,,Active,,,https://www.redfin.com/NY/Jamaica/187-09-Jordan-Ave-11412/home/20751042,OneKey,3450278,N,Y,40.6998064,-73.7677655
MLS Listing,,Condo/Co-op,138-45 Jewel Ave Unit B,Kew Garden Hills,NY,11367,429888,2,1.0,Joyce Gardens,,,1960,1,,1075,Active,,,https://www.redfin.com/NY/Flushing/138-45-Jewel-Ave-11367/unit-B/home/183630064,OneKey,3450287,N,Y,40.7293991,-73.8263674
MLS Listing,,Condo/Co-op,73-12 35th Ave Unit D25,Jackson Heights,NY,11372,869500,3,2.0,Washington Plaza,1260,,1940,1,690,1714,Active,,,https://www.redfin.com/NY/Queens/73-12-35th-Ave-11372/unit-D25/home/178755062,OneKey,3450281,N,Y,40.7501671,-73.8924608
MLS Listing,,Vacant Land,77 Woodland Ave,Staten Island,NY,10308,699000,0,,Great Kills,,10500,,1,,,Active,,,https://www.redfin.com/NY/Staten-Island/77-Woodland-Ave-10308/home/56126465,SIBORMLS,1159369,N,Y,40.5547238,-74.1546292
MLS Listing,,Single Family Residential,441 Marine Ave,Brooklyn,NY,11209,759000,2,2.0,Brooklyn,1248,1430,1930,1,608,,Active,,,https://www.redfin.com/NY/Brooklyn/441-Marine-Ave-11209/home/40820537,BNYMLS,470815,N,Y,40.6136061,-74.0313549
MLS Listing,,Single Family Residential,1362 E 31 St,Brooklyn,NY,11210,2900000,4,4.5,Brooklyn,3720,3150,2002,1,780,,Active,,,https://www.redfin.com/NY/Brooklyn/1362-E-31st-St-11210/home/40872453,BNYMLS,470768,N,Y,40.6182436,-73.9445009
MLS Listing,,Townhouse,,Staten Island,NY,10314,729000,4,3.0,,1575,4000,1920,1,463,,Active,,,https://www.redfin.com/NY/Staten-Island/Undisclosed-address-10314/home/56131664,SIBORMLS,1159368,N,Y,40.601235,-74.1300405
MLS Listing,,Single Family Residential,75 Parkview Loop,Staten Island,NY,10314,449000,3,1.5,Bulls Head,1142,1142,1980,1,393,218,Active,,,https://www.redfin.com/NY/Staten-Island/75-Parkview-Loop-10314/home/56086192,SIBORMLS,1159367,N,Y,40.6095572,-74.1562237
MLS Listing,,Townhouse,481 Father Capodanno Blvd,Staten Island,NY,10305,935000,3,3.5,South Beach,2700,4024,2004,1,346,70,Active,,,https://www.redfin.com/NY/Staten-Island/481-Father-Capodanno-Blvd-10305/home/181061197,SIBORMLS,1159366,N,Y,40.5862445,-74.0709774
MLS Listing,,Single Family Residential,19 Benjamin Pl,Staten Island,NY,10303,549900,3,2.0,Arlington,912,5000,1960,1,603,,Active,,,https://www.redfin.com/NY/Staten-Island/19-Benjamin-Pl-10303/home/56106219,SIBORMLS,1159365,N,Y,40.6375544,-74.168975
MLS Listing,,Single Family Residential,113 Purcell St,Staten Island,NY,10310,645000,3,1.5,Clove Lake,2112,5883,1960,1,305,,Active,,,https://www.redfin.com/NY/Staten-Island/113-Purcell-St-10310/home/56098283,SIBORMLS,1159364,N,Y,40.6280913,-74.1161734
MLS Listing,,Multi-Family (2-4 Unit),64-40 138th St,Flushing,NY,11367,1858000,8,3.5,Flushing,2920,4807,1945,1,636,,Active,,,https://www.redfin.com/NY/Queens/64-40-138th-St-11367/home/20830204,OneKey,3450260,N,Y,40.7377395,-73.8286956
MLS Listing,,Condo/Co-op,735 Kappock St Unit 8C,Bronx,NY,10463,385000,2,2.0,Riverdale,1100,,1957,1,350,1333,Active,,,https://www.redfin.com/NY/The-Bronx/735-Kappock-St-10463/unit-8C/home/92225082,OneKey,H6224966,N,Y,40.8823112,-73.9195127
MLS Listing,,Condo/Co-op,107-24 71st Rd Unit 3E,Forest Hills,NY,11375,1350000,2,2.0,The Wndsor,1142,13000,2005,1,1182,1070,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Queens/10724-71st-Rd-11375/unit-3E/home/20662583,OneKey,3450262,N,Y,40.7202429,-73.8430513
MLS Listing,,Condo/Co-op,3530 Henry Hudson Pkwy Unit 5F,Bronx,NY,10463,407500,2,1.0,Parkway House,1050,,1955,1,388,917,Active,,,https://www.redfin.com/NY/The-Bronx/3530-Henry-Hudson-Pkwy-10463/unit-5F/home/44768748,OneKey,H6225371,N,Y,40.8865101,-73.9115947
MLS Listing,,Condo/Co-op,5650 Netherland Ave Unit 2D,Bronx,NY,10471,175000,1,1.0,Netherland Gardens,750,,1949,1,233,784,Active,,,https://www.redfin.com/NY/Bronx/5650-Netherland-Ave-10471/unit-2D/home/179346855,OneKey,H6224862,N,Y,40.9052538,-73.9061165
MLS Listing,,Single Family Residential,955 W Fingerboard Rd,Staten Island,NY,10304,515000,2,2.0,Grasmere,1344,1600,1986,1,383,291,Active,,,https://www.redfin.com/NY/Staten-Island/955-W-Fingerboard-Rd-10304/home/56134452,SIBORMLS,1159363,N,Y,40.6014311,-74.0875754
MLS Listing,,Condo/Co-op,1350 Ocean Pkwy Unit 6g,Brooklyn,NY,11230,399000,2,1.0,Midwood,1000,1000,1949,1,399,1046,Active,,,https://www.redfin.com/NY/Brooklyn/1350-Ocean-Pkwy-11230/unit-6G/home/40652137,SIBORMLS,1159362,N,Y,40.6157378,-73.9696944
MLS Listing,,Multi-Family (2-4 Unit),165 Battery Ave,Brooklyn,NY,11209,1388000,5,3.5,Brooklyn,2400,3143,1899,1,578,,Active,,,https://www.redfin.com/NY/Brooklyn/165-Battery-Ave-11209/home/40821171,BNYMLS,470811,N,Y,40.6151281,-74.0247449
MLS Listing,,Single Family Residential,14 Cypress Ave,Staten Island,NY,10301,499000,2,1.0,Sunnyside,784,4000,1945,1,636,,Active,,,https://www.redfin.com/NY/Staten-Island/14-Cypress-Ave-10301/home/56047354,SIBORMLS,1159361,N,Y,40.614211,-74.1088323
MLS Listing,,Multi-Family (2-4 Unit),155-34 116th Ave,Jamaica,NY,11434,659000,4,4.0,Jamaica,,4242,1960,1,,,Active,,,https://www.redfin.com/NY/Queens/155-34-116th-Ave-11434/home/20713076,OneKey,3450243,N,Y,40.6840553,-73.7884864
MLS Listing,,Condo/Co-op,170 Arlo Rd Unit A,Staten Island,NY,10301,269900,2,1.0,Grymes Hill,800,,1951,1,337,892,Active,,,https://www.redfin.com/NY/Staten-Island/170-Arlo-Rd-10301/unit-A/home/183628811,SIBORMLS,1159360,N,Y,40.6191552,-74.0957125
MLS Listing,,Multi-Family (2-4 Unit),150 Bay 38th St,Brooklyn,NY,11214,1480000,6,4.0,Brooklyn,2400,2320,1927,1,617,,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Brooklyn/150-Bay-38th-St-11214/home/183628768,BNYMLS,470814,N,Y,40.5955425,-73.9912327
MLS Listing,,Single Family Residential,37 N North Ave,Staten Island,NY,10302,649000,3,1.5,Westerleigh,1368,4120,1955,1,474,,Active,,,https://www.redfin.com/NY/Staten-Island/37-North-Ave-10302/home/56138741,SIBORMLS,1159358,N,Y,40.6237949,-74.1365435
MLS Listing,,Single Family Residential,1032 Rathbun Ave Unit B,Staten Island,NY,10309,439000,2,1.5,Princes Bay,960,800,1987,1,457,220,Active,,,https://www.redfin.com/NY/Staten-Island/1032-Rathbun-Ave-10309/unit-B/home/148233609,SIBORMLS,1159359,N,Y,40.5359229,-74.2106961
MLS Listing,,Condo/Co-op,138-32 68th Dr Unit 2C,Kew Garden Hills,NY,11367,279000,1,1.0,Joyce Garden,700,,1952,1,399,622,Active,January-7-2023 01:00 PM,January-7-2023 03:00 PM,https://www.redfin.com/NY/Flushing/138-32-68th-Dr-11367/unit-2C/home/63686250,OneKey,3450230,N,Y,40.730375,-73.8273907
MLS Listing,,Multi-Family (2-4 Unit),1092 Lenox Rd,Brooklyn,NY,11212,1275000,9,4.0,Brooklyn,3198,2500,1930,1,399,,Active,,,https://www.redfin.com/NY/Brooklyn/1092-Lenox-Rd-11212/home/40772870,BNYMLS,470813,N,Y,40.6583654,-73.919577
MLS Listing,,Multi-Family (5+ Unit),62 Fillmore St,Staten Island,NY,10301,759000,8,2.0,New Brighton,1768,3740,1910,1,429,,Active,,,https://www.redfin.com/NY/Staten-Island/62-Fillmore-St-10301/home/56123449,SIBORMLS,1159310,N,Y,40.6446823,-74.0905701
MLS Listing,,Condo/Co-op,298 Timber Ridge Drive Dr,Staten Island,NY,10308,299000,1,1.0,Bay Terrace,758,758,1981,1,394,235,Active,,,https://www.redfin.com/NY/Staten-Island/298-Timber-Ridge-Dr-10308/home/183628354,SIBORMLS,1159356,N,Y,40.5547664,-74.1431102
MLS Listing,,Single Family Residential,248-34 Thebes Ave,Little Neck,NY,11362,950000,3,2.0,Little Neck,1513,5000,1950,1,628,,Active,January-7-2023 12:00 PM,January-7-2023 02:00 PM,https://www.redfin.com/NY/Queens/248-34-Thebes-Ave-11362/home/20798249,OneKey,3450229,N,Y,40.7654667,-73.73673
MLS Listing,,Multi-Family (2-4 Unit),16 Florence St,Staten  Island,NY,10308,718000,5,3.5,Staten  Island,2862,6963,1940,1,251,,Active,,,https://www.redfin.com/NY/Staten-Island/16-Florence-St-10308/home/56067870,BNYMLS,470727,N,Y,40.5442741,-74.1458102
